fid,id,o,d,value,timestamp,day_type,mode
93312,1004545,1001244,10061628,0.00041231004,705,weekday,c
93313,1004546,1001254,1001266,2.8026776,480,weekday,c
93314,1004558,15,1001218,1.0517182,1320,weekday,c
93315,1004595,1001218,1001255,0.17640324,870,weekday,c
93316,1004597,1,1001208,2.9764478,660,weekday,c
93317,1004606,1001213,6,8.108551,945,weekday,c
93318,1004626,13,2,0.6901812,75,weekday,c
93319,1004630,1001205,1001256,0.025558254,1410,weekday,c
93320,1004652,1001253,1001267,0.12206759,570,weekday,c
93321,1004657,1001239,1001267,0.00029845076,1080,weekday,c
93322,1004665,6,1001256,0.39383897,930,weekday,c
93323,1004684,1001267,16,0.07806566,870,weekday,c
93324,1004689,1001242,10,0.24210922,555,weekday,c
93325,1004699,1001240,1001212,0.03856264,1185,weekday,c
93326,1004700,1001212,3,0.54519683,390,weekday,c
93327,1004714,1001203,1001242,0.44423524,1065,weekday,c
93328,1004719,11,12,0.0001588791,330,weekday,c
93329,1004738,1001218,1001253,0.15913312,1215,weekday,c
93330,1004741,1001204,1001203,0.09153225,210,weekday,c
93331,1004766,16,5,0.26156068,690,weekday,c
93332,1004779,1001204,1001208,0.056682684,1230,weekday,c
93333,1004781,1001203,1001240,0.0036073867,630,weekday,c
93334,1004794,4,15,212.35501,945,weekday,c
93335,1004796,14,5,0.016003566,1110,weekday,c
93336,1004813,46751,1001213,0.059182357,1380,weekday,c
93337,1004815,1001239,1001213,0.0002727506,180,weekday,c
93338,1004839,1001206,8,0.009413558,1380,weekday,c
93339,1004843,1001243,1,2.4432735,315,weekday,c
93340,1004845,11,1001202,17.291828,705,weekday,c
93341,1004851,1001205,1001213,0.009438346,1410,weekday,c
93342,1004856,4,3,0.0017243468,645,weekday,c
93343,1004871,1001255,10061628,0.5983243,675,weekday,c
93344,1004885,13,2,37.847797,570,weekday,c
93345,1004896,1001243,1001267,0.026774524,810,weekday,c
93346,1004910,1001208,60292,0.23771073,600,weekday,c
93347,1004941,1001203,1001243,0.05395989,1350,weekday,c
93348,1004945,1001205,1001213,0.017851612,225,weekday,c
93349,1004949,1001214,1001241,0.17025137,825,weekday,c
93350,1004999,1001207,10061628,0.076893084,720,weekday,c
93351,1005005,1001267,1,6.880218,1215,weekday,c
93352,1005024,60232,1001217,8.806803,480,weekday,c
93353,1005049,1001256,8,0.1893076,1170,weekday,c
93354,1005058,1001261,1001243,0.0146072395,270,weekday,c
93355,1005070,12,15,9.335063,420,weekday,c
93356,1005090,1001240,5,0.0016901477,810,weekday,c
93357,1005091,1001267,60292,0.014547125,330,weekday,c
93358,1005096,1001240,1001254,0.00024516985,60,weekday,c
93359,1005103,12,1001244,0.16606368,1050,weekday,c
93360,1005138,1001267,3,0.46839702,1335,weekday,c
93361,1005142,1001208,1001214,0.13896811,1185,weekday,c
93362,1005150,1001205,15,66.57881,930,weekday,c
93363,1005151,46751,1001212,2.0197704,1170,weekday,c
93364,1005160,7,42374,1.9331828,885,weekday,c
93365,1005178,6,1001204,1.425724,1395,weekday,c
93366,1005196,1001267,1001207,0.0002820753,1380,weekday,c
93367,1005200,2,1001261,1.5911808,1170,weekday,c
93368,1005203,46751,1001216,2.3397307,1035,weekday,c
93369,1005207,1001212,1001267,0.12687816,360,weekday,c
93370,1005212,1001262,1001202,0.40202004,1095,weekday,c
93371,1005215,1001206,13,11.565634,960,weekday,c
93372,1005227,1001243,1001214,0.06703766,600,weekday,c
93373,1005237,12,3,48.607574,480,weekday,c
93374,1005246,1001206,1001241,0.5105181,1185,weekday,c
93375,1005248,1001203,1001212,2.922778,750,weekday,c
93376,1005260,1001214,1001266,0.017643614,135,weekday,c
93377,1005277,1001256,1001253,0.024828568,180,weekday,c
93378,1005305,1001202,4,11.786857,465,weekday,c
93379,1005335,1001218,10,0.024390703,1425,weekday,c
93380,1005340,1001207,1001208,0.038884137,510,weekday,c
93381,1005352,8,1001242,0.06548069,1200,weekday,c
93382,1005354,1001207,5,0.0005542635,1230,weekday,c
93383,1005355,60232,1001206,0.18452951,270,weekday,c
93384,1005369,8,16,0.18649927,1395,weekday,c
93385,1005371,1001208,1001203,0.016698891,495,weekday,c
93386,1005391,1001239,2,0.5803693,990,weekday,c
93387,1005411,46751,1001205,2.6166902,465,weekday,c
93388,1005415,7,1001255,1.591989,900,weekday,c
93389,1005434,1001204,7,82.35863,1155,weekday,c
93390,1005448,3,1001202,30.588371,705,weekday,c
93391,1005462,14,1001207,0.16234459,1095,weekday,c
93392,1005464,1001206,13,4.1658645,600,weekday,c
93393,1005466,1001267,42374,3.6106045e-05,270,weekday,c
93394,1005474,1001205,12,4.1601157,885,weekday,c
93395,1005480,15,1001242,2.840833,990,weekday,c
93396,1005481,3,1001254,0.18035175,225,weekday,c
93397,1005490,1001241,16,0.51724637,240,weekday,c
93398,1005491,1001208,1001244,0.0014534043,1320,weekday,c
93399,1005500,14,1,0.00020496933,15,weekday,c
93400,1005522,1001255,10,0.73723567,600,weekday,c
93401,1005537,6,1001266,6.1905255,1095,weekday,c
93402,1005543,1001216,7,10.974688,465,weekday,c
93403,1005544,12,7,1.1854215,1260,weekday,c
93404,1005558,8,3,0.0022057865,45,weekday,c
93405,1005577,1001253,1001207,0.004585421,1380,weekday,c
93406,1005592,1001214,15,0.70886904,1275,weekday,c
93407,1005597,1001211,1001218,0.17626163,1320,weekday,c
93408,1005598,1001204,1001203,0.95795786,360,weekday,c
93409,1005629,1001244,1001213,8.470385e-05,45,weekday,c
93410,1005633,1001217,1001205,0.70572764,1125,weekday,c
93411,1005634,3,1001253,15.200704,915,weekday,c
93412,1005636,1001203,1001212,3.1881914,1170,weekday,c
93413,1005639,1001244,1001206,0.034832817,600,weekday,c
93414,1005651,12,60232,0.0054314146,405,weekday,c
93415,1005663,1001266,46751,0.21135005,180,weekday,c
93416,1005665,1001203,1001217,2.9013672,645,weekday,c
93417,1005682,1001242,1001243,0.044945586,1095,weekday,c
93418,1005697,16,5,0.038782235,1245,weekday,c
93419,1005712,1001254,5,5.8128185,1080,weekday,c
93420,1005713,1001208,1001261,0.056188446,540,weekday,c
93421,1005722,1,1001203,18.095333,330,weekday,c
93422,1005739,1001216,1,4.1664543,1365,weekday,c
93423,1005762,1001244,60292,0.0090345405,360,weekday,c
93424,1005787,1001206,46751,0.9890782,465,weekday,c
93425,1005816,1001242,1001243,0.034482647,615,weekday,c
93426,1005818,1001253,10,2.0297096,855,weekday,c
93427,1005832,1001262,1001204,0.034562703,150,weekday,c
93428,1005838,1001212,1001213,0.07487112,240,weekday,c
93429,1005840,46751,45938,90.4748,540,weekday,c
93430,1005843,1001256,1001261,0.06328233,1245,weekday,c
93431,1005847,1001217,7,3.5191627,225,weekday,c
93432,1005849,2,1001203,0.83823514,1335,weekday,c
93433,1005852,3,2,0.7297062,390,weekday,c
93434,1005862,1001217,1001211,1.5352392,1110,weekday,c
93435,1005868,2,12,9.359801,645,weekday,c
93436,1005870,46751,13,0.47603494,600,weekday,c
93437,1005880,10,13,4.96146,1110,weekday,c
93438,1005897,60232,42374,0.032608498,765,weekday,c
93439,1005915,7,1001256,1.3349655,720,weekday,c
93440,1005917,1001240,60232,0.00012795492,180,weekday,c
93441,1005942,13,1001202,4.7315345,975,weekday,c
93442,1005943,1001244,1001266,0.04379902,735,weekday,c
93443,1005948,10,1001203,0.51726323,1035,weekday,c
93444,1005965,1001206,12,0.13283233,1140,weekday,c
93445,1005970,16,1001240,0.050488833,135,weekday,c
93446,1005971,1001267,6,0.002970126,1110,weekday,c
93447,1005972,1001213,1001254,0.3886659,660,weekday,c
93448,1005980,1,46751,18.47607,1050,weekday,c
93449,1006005,14,1001202,11.252072,495,weekday,c
93450,1006015,1001205,13,2.3541129,960,weekday,c
93451,1006025,1001213,1001205,0.23384364,1080,weekday,c
93452,1006037,1001254,16,16.890276,1095,weekday,c
93453,1006052,42374,1001206,7.854149e-05,15,weekday,c
93454,1006060,13,1001203,6.4469666,525,weekday,c
93455,1006088,1001204,1001203,1.2690521,840,weekday,c
93456,1006092,1001208,60232,0.0836649,945,weekday,c
93457,1006111,1001239,1001267,3.0307879e-06,30,weekday,c
93458,1006125,7,1001255,0.011223619,15,weekday,c
93459,1006147,1,1001253,57.216988,1005,weekday,c
93460,1006150,1001205,60292,0.48601976,1215,weekday,c
93461,1006176,1001239,1001212,0.078978464,1035,weekday,c
93462,1006200,1001266,1001213,0.0032558804,15,weekday,c
93463,1006209,1001253,1001208,0.015662802,1365,weekday,c
93464,1006213,13,4,0.2848781,1365,weekday,c
93465,1006223,60232,1001254,0.18664066,1350,weekday,c
93466,1006235,1001261,1001242,0.031076415,540,weekday,c
93467,1006253,1001211,2,25.659012,915,weekday,c
93468,1006254,12,1001267,0.2407749,975,weekday,c
93469,1006259,1001254,1001208,0.18202773,915,weekday,c
93470,1006265,1001207,1001253,0.2160682,930,weekday,c
93471,1006267,1001239,1001206,0.00029274146,1425,weekday,c
93472,1006285,6,1001255,0.36319998,315,weekday,c
93473,1006298,1001261,10,0.007154797,60,weekday,c
93474,1006312,7,1001203,29.757832,900,weekday,c
93475,1006316,7,13,15.452004,420,weekday,c
93476,1006341,4,13,5.4439945,465,weekday,c
93477,1006354,2,5,66.56813,1080,weekday,c
93478,1006373,1001261,1001240,0.0071271807,360,weekday,c
93479,1006382,1001207,1001213,0.039336227,795,weekday,c
93480,1006401,3,1001218,1.7736827,510,weekday,c
93481,1006402,1001240,2,0.030549768,1365,weekday,c
93482,1006442,46751,1001218,0.01981253,330,weekday,c
93483,1006453,7,1001206,17.262499,615,weekday,c
93484,1006457,1001239,1001254,0.011504555,1230,weekday,c
93485,1006467,8,16,5.6468754,1140,weekday,c
93486,1006469,1001217,1001212,4.5079217,540,weekday,c
93487,1006479,1001216,1001240,0.087826416,540,weekday,c
93488,1006485,12,13,22.986795,1140,weekday,c
93489,1006486,1001254,1001262,0.011834444,180,weekday,c
93490,1006492,1001261,1001204,0.069648996,225,weekday,c
93491,1006506,15,1001202,89.47297,615,weekday,c
93492,1006512,2,1001241,0.28910586,1170,weekday,c
93493,1006518,4,1001208,0.20087701,1395,weekday,c
93494,1006522,12,1001216,3.2496834,1245,weekday,c
93495,1006524,1001207,10061628,0.07362704,840,weekday,c
93496,1006534,1001203,1001256,1.8636268,705,weekday,c
93497,1006547,1001203,1001256,0.03482855,105,weekday,c
93498,1006549,16,1001255,17.733059,990,weekday,c
93499,1006572,1001262,1001253,0.27860928,525,weekday,c
93500,1006576,1001267,1,6.1920595,585,weekday,c
93501,1006582,60292,42374,0.022348598,345,weekday,c
93502,1006587,1001261,1001217,1.1602263,1005,weekday,c
93503,1006595,4,10,2.1414235,630,weekday,c
93504,1006628,1001255,1001204,1.0798314,735,weekday,c
93505,1006630,1001262,10,0.7601059,885,weekday,c
93506,1006632,1001218,1001239,0.009903614,795,weekday,c
93507,1006633,1001253,1,46.76078,1035,weekday,c
93508,1006638,1001244,13,0.0007800718,75,weekday,c
93509,1006644,1001255,1001207,0.023599051,1125,weekday,c
93510,1006655,1001212,60232,2.0486152,555,weekday,c
93511,1006683,1001208,12,1.4201818,1170,weekday,c
93512,1006685,1001207,1001217,0.36272043,1065,weekday,c
93513,1006687,60292,1001262,0.24354886,705,weekday,c
93514,1006689,1001212,1001242,0.0060712504,150,weekday,c
93515,1006706,60292,1001208,0.1017928,1140,weekday,c
93516,1006711,1001205,1001218,0.99168247,1095,weekday,c
93517,1006726,1001202,1001267,0.0017806172,1335,weekday,c
93518,1006734,1001204,1001267,0.05813931,705,weekday,c
93519,1006767,1001218,1001262,0.1570003,570,weekday,c
93520,1006774,7,1001205,0.17445645,60,weekday,c
93521,1006802,1001262,1001239,0.011423281,855,weekday,c
93522,1006810,1,1001214,9.768041,645,weekday,c
93523,1006839,1001239,1001241,7.204574e-05,1380,weekday,c
93524,1006841,1001239,15,0.021070404,90,weekday,c
93525,1006842,60232,1001204,1.701566,465,weekday,c
93526,1006864,1001212,1001218,1.2519836,705,weekday,c
93527,1006867,46751,1001203,0.0060604145,105,weekday,c
93528,1006887,46751,1001208,1.5083611,570,weekday,c
93529,1006898,1001202,1001218,1.2905309,795,weekday,c
93530,1006902,1001213,3,2.866442,1140,weekday,c
93531,1006916,14,5,0.0024542264,1350,weekday,c
93532,1006917,42374,1001261,0.00026264193,105,weekday,c
93533,1006946,1001207,1001262,0.029888548,600,weekday,c
93534,1006966,1001208,10061628,0.001525219,315,weekday,c
93535,1006983,1001208,1001241,0.155575,555,weekday,c
93536,1006996,1001213,13,5.2393317,1080,weekday,c
93537,1006999,1001255,1001242,0.03550513,675,weekday,c
93538,1007013,1001253,3,9.975535,720,weekday,c
93539,1007016,1001207,15,0.65571123,1290,weekday,c
93540,1007023,15,1001213,5.795713,345,weekday,c
93541,1007027,1001203,5,0.0041021495,525,weekday,c
93542,1007030,12,1001213,0.013912404,1410,weekday,c
93543,1007042,1001203,13,2.6962938,1215,weekday,c
93544,1007045,1001202,1001213,0.13672501,1290,weekday,c
93545,1007048,1001212,1001253,2.212248,750,weekday,c
93546,1007053,3,1001213,1.3549122,1125,weekday,c
93547,1007055,1001243,12,0.12882212,1140,weekday,c
93548,1007059,7,1001261,0.31711602,1365,weekday,c
93549,1007063,1001239,1001212,0.0005017667,90,weekday,c
93550,1007065,1001261,3,1.3516603,900,weekday,c
93551,1007070,1001205,12,5.289106,1035,weekday,c
93552,1007080,1001203,1001213,0.508521,600,weekday,c
93553,1007093,1001213,1001211,0.80833864,705,weekday,c
93554,1007104,1001243,10061628,0.009395173,165,weekday,c
93555,1007123,6,10,0.20544179,90,weekday,c
93556,1007124,6,1001243,1.0833969,345,weekday,c
93557,1007135,1001202,1001211,0.4034056,345,weekday,c
93558,1007146,1001206,10061628,0.08154598,1185,weekday,c
93559,1007153,3,1001239,0.028224854,1320,weekday,c
93560,1007154,1001211,60292,0.14235365,225,weekday,c
93561,1007156,7,1001243,0.06074622,45,weekday,c
93562,1007165,1001208,1001241,0.0018225332,30,weekday,c
93563,1007171,1001206,1001213,0.22076891,720,weekday,c
93564,1007189,1001206,1001241,0.6116975,765,weekday,c
93565,1007201,1001254,1001267,0.10112956,645,weekday,c
93566,1007219,1001202,5,0.00033303135,1365,weekday,c
93567,1007226,15,4,53.483925,345,weekday,c
93568,1007254,1001256,16,5.496109,720,weekday,c
93569,1007260,1001266,1001262,0.5095238,495,weekday,c
93570,1007292,1001205,15,0.17352007,15,weekday,c
93571,1007302,1001206,1,0.64158404,225,weekday,c
93572,1007303,16,2,150.92082,1125,weekday,c
93573,1007322,14,1001240,0.0055055735,360,weekday,c
93574,1007330,1001214,16,0.0795198,135,weekday,c
93575,1007333,11,1001244,0.005121482,675,weekday,c
93576,1007345,10,1001207,0.00062583166,1020,weekday,c
93577,1007347,1001202,1001256,0.26542714,315,weekday,c
93578,1007351,1001254,3,0.26476505,1320,weekday,c
93579,1007364,15,7,1.3264563,450,weekday,c
93580,1007371,1001244,16,0.15239565,750,weekday,c
93581,1007372,1001262,1001212,1.2853283,540,weekday,c
93582,1007393,1001253,1001255,0.19797349,750,weekday,c
93583,1007411,7,1001216,13.994141,1050,weekday,c
93584,1007427,1001207,1001243,0.005028775,1320,weekday,c
93585,1007443,1001254,6,1.3408728,690,weekday,c
93586,1007447,1001207,1001266,0.037301417,300,weekday,c
93587,1007466,1001242,1001214,0.0014914053,210,weekday,c
93588,1007476,16,6,15.191969,570,weekday,c
93589,1007484,1001241,10061628,0.09825005,1410,weekday,c
93590,1007486,1001205,1001241,0.076710835,300,weekday,c
93591,1007491,1001216,8,0.38015875,1245,weekday,c
93592,1007495,1001243,1001256,0.56526464,930,weekday,c
93593,1007496,1001203,1001218,0.09194865,1380,weekday,c
93594,1007510,10,8,0.32199198,285,weekday,c
93595,1007517,12,1001205,1.2940302,1140,weekday,c
93596,1007525,1001262,8,0.0045607765,75,weekday,c
93597,1007546,7,1001216,2.8966475,240,weekday,c
93598,1007557,60292,1001253,0.13051268,1290,weekday,c
93599,1007562,1001266,3,9.33996,465,weekday,c
93600,1007610,1001208,1001213,0.12553543,825,weekday,c
93601,1007616,3,1001241,2.1271622,1260,weekday,c
93602,1007622,1001203,1001256,0.792292,465,weekday,c
93603,1007624,1001214,1001205,0.2966476,825,weekday,c
93604,1007630,8,1001205,0.050671462,1275,weekday,c
93605,1007634,1001213,46751,0.078922525,210,weekday,c
93606,1007635,1001244,3,0.3384921,810,weekday,c
93607,1007637,1001240,1001267,1.5124023e-05,300,weekday,c
93608,1007647,1001243,1,0.2462309,135,weekday,c
93609,1007653,1001212,1,55.017563,630,weekday,c
93610,1007671,7,13,9.324573,870,weekday,c
93611,1007677,1001262,1001244,0.004253735,765,weekday,c
93612,1007693,42374,2,0.81795883,330,weekday,c
93613,1007695,1001208,46751,0.0058412184,15,weekday,c
93614,1007708,2,1001207,0.6888097,690,weekday,c
93615,1007717,1001203,1001244,0.073780805,795,weekday,c
93616,1007734,7,1001205,9.500676,1020,weekday,c
93617,1007747,46751,1001266,0.95444185,270,weekday,c
93618,1007760,1001256,1001211,4.0129433,495,weekday,c
93619,1007762,1001211,1001262,0.5160599,450,weekday,c
93620,1007771,1001211,1001240,0.017050266,525,weekday,c
93621,1007786,5,7,1782.9567,750,weekday,c
93622,1007805,1001267,8,0.0026649043,945,weekday,c
93623,1007834,7,1001213,2.8148975,285,weekday,c
93624,1007835,1001216,1001241,0.26876584,270,weekday,c
93625,1007836,1001211,1001212,0.04683073,75,weekday,c
93626,1007886,1,1001217,46.323498,360,weekday,c
93627,1007896,11,1001206,0.09168433,180,weekday,c
93628,1007915,10,1001261,0.0103634875,90,weekday,c
93629,1007928,1001212,1001261,0.083041444,1335,weekday,c
93630,1007939,7,1,502.1113,990,weekday,c
93631,1007988,1001205,1001253,0.51489794,510,weekday,c
93632,1008004,1,1001217,38.07201,345,weekday,c
93633,1008013,60292,1001267,0.0031107408,1395,weekday,c
93634,1008017,1001202,1001208,0.047945913,330,weekday,c
93635,1008023,1,15,0.014543722,15,weekday,c
93636,1008024,1001208,1001214,0.044099256,1275,weekday,c
93637,1008034,1001204,15,2.2083657,1425,weekday,c
93638,1008039,1001261,1001262,0.016037356,300,weekday,c
93639,1008040,8,60232,0.023486525,225,weekday,c
93640,1008047,1001218,1001266,0.021431606,120,weekday,c
93641,1008073,1001244,1001216,0.01365885,330,weekday,c
93642,1008074,1001218,1001267,0.048986908,960,weekday,c
93643,1008078,1001262,15,6.889454,1065,weekday,c
93644,1008111,1001239,1001253,0.07524658,1005,weekday,c
93645,1008118,6,1001262,0.007706745,150,weekday,c
93646,1008135,1001213,1001240,6.6547174e-05,45,weekday,c
93647,1008141,1001242,13,0.30327484,735,weekday,c
93648,1008157,1001266,1001205,0.77748394,810,weekday,c
93649,1008158,1001212,1001214,0.2620803,390,weekday,c
93650,1008179,1001202,60232,0.08039493,360,weekday,c
93651,1008182,1001207,1001267,0.0040413467,870,weekday,c
93652,1008211,1001208,1001214,0.02215691,1320,weekday,c
93653,1008230,1001206,1001242,0.14944153,1140,weekday,c
93654,1008249,3,16,13.336347,1185,weekday,c
93655,1008254,10,16,0.014348483,810,weekday,c
93656,1008255,15,3,72.64972,1275,weekday,c
93657,1008275,1001207,12,0.0018354626,135,weekday,c
93658,1008276,1001243,1001239,0.010527945,615,weekday,c
93659,1008294,2,1001216,0.13120037,225,weekday,c
93660,1008317,1001212,1001261,0.053854946,1365,weekday,c
93661,1008320,1001206,1001255,0.004317199,45,weekday,c
93662,1008321,1001217,1001241,0.5035477,1275,weekday,c
93663,1008352,8,1001216,0.6881454,390,weekday,c
93664,1008355,16,1001216,38.216393,900,weekday,c
93665,1008357,3,1001216,8.258333,1275,weekday,c
93666,1008361,14,1001217,8.677765,1020,weekday,c
93667,1008369,46751,1001214,0.9770854,885,weekday,c
93668,1008372,1001242,1001203,0.32614332,465,weekday,c
93669,1008404,1001203,1001216,15.614529,1080,weekday,c
93670,1008419,1001253,1001205,0.5020872,1080,weekday,c
93671,1008420,1001213,1001244,0.0043750377,420,weekday,c
93672,1008435,14,1001241,2.845551,765,weekday,c
93673,1008440,1001261,10061628,0.010241973,1410,weekday,c
93674,1008447,1001267,1001239,0.0003842184,675,weekday,c
93675,1008459,1001255,1001208,0.07598349,315,weekday,c
93676,1008467,1,1001267,0.43947423,1365,weekday,c
93677,1008492,1001212,1001253,0.02604292,75,weekday,c
93678,1008495,13,1001212,5.5476317,405,weekday,c
93679,1008517,6,3,1.3865252,585,weekday,c
93680,1008536,1001208,1001205,0.06208379,615,weekday,c
93681,1008537,1001254,3,3.346777,1005,weekday,c
93682,1008552,1001244,1001262,0.003788697,435,weekday,c
