fid,id,o,d,value,timestamp,day_type,mode
92815,999487,1001214,10,0.10377036,255,weekday,c
92816,999490,6,1001207,0.39645183,315,weekday,c
92817,999493,1001255,1,8.837353,795,weekday,c
92818,999503,1001244,1001212,0.0033425787,195,weekday,c
92819,999512,1001212,1001204,0.16368866,1380,weekday,c
92820,999516,16,1001240,1.0808527,1140,weekday,c
92821,999521,42374,1001239,0.0003164424,1095,weekday,c
92822,999532,14,3,12.737861,405,weekday,c
92823,999554,1001244,1001213,0.0028339447,1200,weekday,c
92824,999564,60292,1001212,1.6517652,795,weekday,c
92825,999569,1001254,12,0.032887384,75,weekday,c
92826,999580,13,1001261,0.038764413,1425,weekday,c
92827,999582,14,1001253,0.33414766,1095,weekday,c
92828,999615,4,1001213,0.17835182,150,weekday,c
92829,999660,46751,1001216,1.8756834,900,weekday,c
92830,999661,1001217,1001204,0.14758019,1380,weekday,c
92831,999689,1001256,1001203,1.4652252,945,weekday,c
92832,999702,60292,1001208,0.0828076,285,weekday,c
92833,999719,1001240,1001242,0.0052480777,1140,weekday,c
92834,999746,10,1001267,0.07008803,315,weekday,c
92835,999756,1001204,10,1.823894,1125,weekday,c
92836,999760,1001243,60292,0.10243126,345,weekday,c
92837,999770,1001253,1001243,0.007955989,1410,weekday,c
92838,999777,16,1001256,0.14592381,135,weekday,c
92839,999783,1001254,1001208,0.05149114,1185,weekday,c
92840,999786,10,1001204,0.96652836,720,weekday,c
92841,999791,1001213,1001242,0.032717325,675,weekday,c
92842,999792,1001206,1001266,0.67559874,1200,weekday,c
92843,999826,60292,1001211,2.3654888,630,weekday,c
92844,999860,1001253,60292,0.036118288,195,weekday,c
92845,999877,1001244,1001206,0.0031162782,240,weekday,c
92846,999881,42374,2,5.2775464,810,weekday,c
92847,999889,42374,1001211,0.021717679,735,weekday,c
92848,999904,7,1001216,24.089916,765,weekday,c
92849,999923,8,6,40.686607,495,weekday,c
92850,999927,1001239,1001255,0.013374596,1200,weekday,c
92851,999937,13,1001205,0.06273481,1380,weekday,c
92852,999941,1001206,60292,0.58023405,795,weekday,c
92853,999946,1001239,1001256,0.043329332,870,weekday,c
92854,999958,1001204,60292,1.4169507,660,weekday,c
92855,999962,1001242,1001254,0.14600529,990,weekday,c
92856,999972,1001267,1001206,0.008570158,405,weekday,c
92857,999980,3,1001243,0.69784266,1155,weekday,c
92858,999984,1001205,1001217,0.8246852,555,weekday,c
92859,1000008,7,1001212,55.016006,735,weekday,c
92860,1000026,1001255,1001266,0.5913144,885,weekday,c
92861,1000032,1001205,1001213,0.003755598,90,weekday,c
92862,1000039,1001239,1001205,0.012081624,1125,weekday,c
92863,1000049,1001267,3,2.1988647,1230,weekday,c
92864,1000051,1001208,60232,0.021511316,570,weekday,c
92865,1000056,1001256,46751,19.55125,1110,weekday,c
92866,1000071,4,1001208,2.4722357,330,weekday,c
92867,1000094,1001262,1001261,0.058459066,1125,weekday,c
92868,1000126,1001202,60232,0.03491831,270,weekday,c
92869,1000166,4,1001212,0.54866934,1200,weekday,c
92870,1000197,15,42374,0.008453569,75,weekday,c
92871,1000213,1001204,7,1.4775698,135,weekday,c
92872,1000222,60292,5,0.002858553,780,weekday,c
92873,1000224,1001266,1001254,0.30692652,285,weekday,c
92874,1000244,1001202,1001253,1.7838641,1200,weekday,c
92875,1000246,1001205,1001239,0.008245352,675,weekday,c
92876,1000253,1001240,1001242,0.0046284655,1155,weekday,c
92877,1000255,7,1001253,13.535362,630,weekday,c
92878,1000259,1001205,1001240,0.0015694913,285,weekday,c
92879,1000266,60232,4,1.7364516,360,weekday,c
92880,1000268,1001253,10,1.6307446,645,weekday,c
92881,1000269,1001217,13,4.6333165,735,weekday,c
92882,1000284,60232,42374,0.012618927,1125,weekday,c
92883,1000307,1001254,16,0.264123,120,weekday,c
92884,1000308,1001256,60292,0.66791064,945,weekday,c
92885,1000319,1001243,1001254,0.08174852,1245,weekday,c
92886,1000325,1001214,1001242,0.010949571,330,weekday,c
92887,1000335,1001242,12,0.38491777,795,weekday,c
92888,1000342,1001243,1001207,0.020406032,1140,weekday,c
92889,1000343,42374,1001204,0.015640222,405,weekday,c
92890,1000350,15,1001244,0.3201045,810,weekday,c
92891,1000354,1001204,46751,0.14999077,360,weekday,c
92892,1000357,8,1001214,0.06034069,345,weekday,c
92893,1000362,6,1001253,0.22237779,1395,weekday,c
92894,1000424,16,1001205,22.748863,420,weekday,c
92895,1000436,1001216,1001261,0.020125395,120,weekday,c
92896,1000439,1001266,1001242,0.18988107,480,weekday,c
92897,1000449,1001212,6,0.3627778,330,weekday,c
92898,1000459,1001206,1001202,0.6193661,975,weekday,c
92899,1000463,1001241,1001262,0.18471201,555,weekday,c
92900,1000467,1001205,1001214,0.64158154,900,weekday,c
92901,1000469,1001212,10,4.462846,840,weekday,c
92902,1000472,15,60232,0.08947925,750,weekday,c
92903,1000482,1001218,6,20.704874,945,weekday,c
92904,1000485,1001213,1001256,0.25682622,585,weekday,c
92905,1000495,15,1001213,13.928824,570,weekday,c
92906,1000498,1001213,1001202,0.6322465,615,weekday,c
92907,1000502,1001241,42374,0.0362946,465,weekday,c
92908,1000513,1001254,1001242,0.0004897274,15,weekday,c
92909,1000514,2,1001254,0.1557977,135,weekday,c
92910,1000528,1001256,1001217,1.4834391,375,weekday,c
92911,1000543,42374,1001243,0.019903325,765,weekday,c
92912,1000545,60232,1001206,1.0363814,645,weekday,c
92913,1000560,13,1001255,0.101359375,210,weekday,c
92914,1000574,46751,1001262,1.3615047,960,weekday,c
92915,1000581,1001208,1001267,0.0010013462,810,weekday,c
92916,1000600,4,1,723.39984,420,weekday,c
92917,1000613,1001261,60232,0.14114408,1320,weekday,c
92918,1000616,1001216,1001203,0.21413764,150,weekday,c
92919,1000625,1001262,46751,1.2477381,630,weekday,c
92920,1000644,1001241,1001214,0.36007434,1065,weekday,c
92921,1000653,1001208,1001262,0.006306166,165,weekday,c
92922,1000661,8,1001213,0.37533715,1050,weekday,c
92923,1000663,1001208,1001202,0.1600968,855,weekday,c
92924,1000669,8,2,0.10272617,390,weekday,c
92925,1000682,1001267,6,9.827856e-05,150,weekday,c
92926,1000694,1001241,42374,0.00880247,1110,weekday,c
92927,1000697,4,1001261,12.453301,870,weekday,c
92928,1000711,1001205,4,1.1870316,270,weekday,c
92929,1000737,1001261,1001262,0.004880426,1395,weekday,c
92930,1000742,1001206,1001202,0.5158467,840,weekday,c
92931,1000756,46751,45938,93.307434,480,weekday,c
92932,1000766,1001254,8,0.5579044,675,weekday,c
92933,1000768,46751,1001243,0.27094266,1185,weekday,c
92934,1000782,1001217,10061628,0.1499067,615,weekday,c
92935,1000790,1001241,1001203,0.078764886,210,weekday,c
92936,1000807,1001204,5,0.00037929259,210,weekday,c
92937,1000811,10,1001217,0.19532634,0,weekday,c
92938,1000821,1001207,4,0.07053174,1425,weekday,c
92939,1000832,1001217,1001243,0.4125695,1230,weekday,c
92940,1000845,1001205,1001266,0.004180872,15,weekday,c
92941,1000848,10,1,4.7527256,315,weekday,c
92942,1000867,42374,1001206,0.00131661,255,weekday,c
92943,1000873,1001255,16,7.1062436,825,weekday,c
92944,1000884,4,1001205,9.797128,825,weekday,c
92945,1000887,11,1001254,0.35080394,1035,weekday,c
92946,1000891,1001262,1001217,0.019240834,105,weekday,c
92947,1000897,1001261,1001212,0.31296203,1215,weekday,c
92948,1000903,1001218,13,0.010937914,30,weekday,c
92949,1000911,15,60232,0.002346083,135,weekday,c
92950,1000922,42374,1001239,0.00037929098,1050,weekday,c
92951,1000926,1001266,1001240,0.004252152,255,weekday,c
92952,1000928,1001203,16,124.04092,885,weekday,c
92953,1000932,46751,1001211,1.2208822,1260,weekday,c
92954,1000941,12,1001262,0.14552285,270,weekday,c
92955,1000952,1001253,10061628,1.4653243,405,weekday,c
92956,1000963,1001205,1001256,0.090019174,300,weekday,c
92957,1000984,1001253,1001218,0.14380074,1260,weekday,c
92958,1001026,10,1001213,0.00644937,150,weekday,c
92959,1001028,1001244,1001267,0.00066886697,1170,weekday,c
92960,1001037,16,1001254,0.5418438,180,weekday,c
92961,1001056,12,1001256,0.2794508,270,weekday,c
92962,1001086,1001240,4,0.6759256,1065,weekday,c
92963,1001118,10,1001255,0.46761537,570,weekday,c
92964,1001127,1001244,6,0.010592287,675,weekday,c
92965,1001138,1001240,1001213,0.005755671,1215,weekday,c
92966,1001147,1001262,1001253,0.001759811,45,weekday,c
92967,1001158,1001217,1001253,1.4096109,435,weekday,c
92968,1001164,1001262,46751,0.046014797,150,weekday,c
92969,1001183,60292,1001218,0.39104882,720,weekday,c
92970,1001185,1001266,1001239,0.00022587617,45,weekday,c
92971,1001194,1001212,1001256,0.008827073,0,weekday,c
92972,1001204,1001266,1001261,0.0024104097,0,weekday,c
92973,1001206,1,1001256,29.609545,720,weekday,c
92974,1001207,1001244,12,0.00044927467,15,weekday,c
92975,1001208,60292,1001254,0.17584452,300,weekday,c
92976,1001216,60292,1001212,1.4191983,390,weekday,c
92977,1001217,10,1001261,0.0040020193,15,weekday,c
92978,1001237,1001255,15,1.5437152,300,weekday,c
92979,1001238,1001202,1001217,2.6810522,660,weekday,c
92980,1001243,1001239,1001213,0.0076048225,780,weekday,c
92981,1001244,1001256,3,5.7618847,840,weekday,c
92982,1001258,1001214,1001202,0.037503786,1365,weekday,c
92983,1001269,1001217,1001205,0.0042938143,0,weekday,c
92984,1001286,1001214,1001206,0.010222937,1425,weekday,c
92985,1001292,1001208,1001266,0.876702,1080,weekday,c
92986,1001300,60292,8,0.026426256,165,weekday,c
92987,1001301,1001241,1001214,0.016290125,1350,weekday,c
92988,1001302,1001208,1001212,0.26710734,600,weekday,c
92989,1001304,1001202,13,0.023084033,0,weekday,c
92990,1001310,1001214,1001212,0.24079749,1185,weekday,c
92991,1001313,16,1001267,0.049836233,810,weekday,c
92992,1001346,1001212,1001253,2.725857,1140,weekday,c
92993,1001359,1001217,1001216,3.6620557,585,weekday,c
92994,1001367,1001255,10,0.61978966,870,weekday,c
92995,1001376,1001253,1001262,0.0011898049,15,weekday,c
92996,1001389,1001253,8,0.13412862,270,weekday,c
92997,1001392,1001254,1001214,0.0043958877,120,weekday,c
92998,1001399,1001254,1001205,0.01398235,120,weekday,c
92999,1001412,1001240,1001261,0.0056389375,1230,weekday,c
93000,1001425,1001217,13,4.593327,795,weekday,c
93001,1001426,60292,42374,0.001257356,1395,weekday,c
93002,1001433,60232,1001203,0.3917453,555,weekday,c
93003,1001438,14,12,0.2828194,1395,weekday,c
93004,1001443,16,4,41.373425,870,weekday,c
93005,1001457,1001217,1001243,0.049465504,1380,weekday,c
93006,1001478,14,42374,0.0431221,1170,weekday,c
93007,1001480,1001241,1001256,0.010395442,135,weekday,c
93008,1001486,1001253,1001216,2.1724913,795,weekday,c
93009,1001525,1001206,3,3.4051151,420,weekday,c
93010,1001534,1001241,2,1.04141,705,weekday,c
93011,1001577,1001266,1001212,5.296099,1095,weekday,c
93012,1001583,1001261,1001267,0.0005174748,75,weekday,c
93013,1001619,1001205,1001202,0.0093740625,135,weekday,c
93014,1001625,1,10061628,0.1332879,750,weekday,c
93015,1001640,1001203,12,0.6001744,210,weekday,c
93016,1001653,60292,1001207,0.019904368,510,weekday,c
93017,1001656,1001239,1001216,0.00065146264,1245,weekday,c
93018,1001663,12,1001243,0.2954,615,weekday,c
93019,1001675,60232,1001244,0.039310034,660,weekday,c
93020,1001687,16,1001239,0.20729008,1290,weekday,c
93021,1001689,1001202,1001267,0.03636014,540,weekday,c
93022,1001699,1001208,1001253,0.002313395,30,weekday,c
93023,1001701,1001217,1001240,0.00859896,1200,weekday,c
93024,1001720,14,5,0.008907326,1200,weekday,c
93025,1001731,1001204,1,10.445512,1305,weekday,c
93026,1001751,3,10,0.25744697,0,weekday,c
93027,1001756,1001205,1001212,0.0995215,240,weekday,c
93028,1001768,1001214,8,0.28964102,720,weekday,c
93029,1001776,1001239,15,0.052382004,1410,weekday,c
93030,1001785,1001217,1001207,0.25242645,570,weekday,c
93031,1001789,42374,1001256,0.0033914088,240,weekday,c
93032,1001790,3,1001212,0.49256414,1185,weekday,c
93033,1001812,10,1001266,2.7463229,1185,weekday,c
93034,1001817,1001207,4,0.4807732,285,weekday,c
93035,1001819,1001241,13,3.8039072,1230,weekday,c
93036,1001824,4,1001256,0.14513868,1080,weekday,c
93037,1001835,1001202,16,44.692524,615,weekday,c
93038,1001840,16,1001203,0.4519011,30,weekday,c
93039,1001843,46751,1001267,0.45851094,1365,weekday,c
93040,1001849,1001261,1001255,0.14930212,810,weekday,c
93041,1001853,1001239,1001266,0.021983322,540,weekday,c
93042,1001865,1001214,5,4.8481817,585,weekday,c
93043,1001866,11,1001262,0.0031919603,1410,weekday,c
93044,1001873,1001211,42374,0.0010460058,1380,weekday,c
93045,1001875,1001203,60292,0.1785464,1365,weekday,c
93046,1001876,1001208,1001207,0.0017351892,1365,weekday,c
93047,1001897,1001254,1001214,0.024539873,1335,weekday,c
93048,1001909,1001266,1001216,0.63604057,270,weekday,c
93049,1001913,1001242,1001253,0.105237834,825,weekday,c
93050,1001922,1,13,2.5015748,780,weekday,c
93051,1001924,1001244,1001205,0.03443904,540,weekday,c
93052,1001926,1001217,60292,0.11520459,180,weekday,c
93053,1001932,1001211,46751,0.52327543,210,weekday,c
93054,1001933,1001208,1001213,0.19484244,1080,weekday,c
93055,1001940,1001213,1001244,0.004588089,1245,weekday,c
93056,1001947,7,2,10.127135,195,weekday,c
93057,1001953,1001242,1001203,0.1331052,975,weekday,c
93058,1001962,1001261,42374,0.0035327952,285,weekday,c
93059,1001968,11,1001255,0.03515722,330,weekday,c
93060,1001972,2,1,196.08778,795,weekday,c
93061,1001981,1,1001254,39.705097,645,weekday,c
93062,1001986,12,1001212,2.7199645,645,weekday,c
93063,1001987,1001218,2,0.23891653,1110,weekday,c
93064,1001999,1001214,1001254,0.25767338,585,weekday,c
93065,1002017,1001266,13,0.14482164,1425,weekday,c
93066,1002025,1001206,1001254,1.9227296,1035,weekday,c
93067,1002027,1001213,46751,1.4026799,1185,weekday,c
93068,1002032,1001255,16,0.26626888,1395,weekday,c
93069,1002065,3,1001255,1.7390425,795,weekday,c
93070,1002078,42374,8,0.00035583627,210,weekday,c
93071,1002083,1001244,1001217,0.043863952,375,weekday,c
93072,1002120,1001261,13,1.2280023,780,weekday,c
93073,1002130,1001244,1001214,0.0013851481,360,weekday,c
93074,1002137,1001243,1001206,0.059261926,270,weekday,c
93075,1002141,1001218,1001217,0.0136096515,45,weekday,c
93076,1002154,1001240,7,0.16340446,435,weekday,c
93077,1002184,1001205,3,0.26024023,135,weekday,c
93078,1002186,1001202,4,12.953499,645,weekday,c
93079,1002187,1001241,1001240,6.1247825e-05,315,weekday,c
93080,1002209,1001213,1001242,0.0010831255,1425,weekday,c
93081,1002212,1001254,1001213,0.6095116,990,weekday,c
93082,1002214,1001213,1001218,0.07925274,1275,weekday,c
93083,1002215,1001254,1001266,0.71606666,1215,weekday,c
93084,1002216,13,1001253,4.1211295,855,weekday,c
93085,1002225,1001207,1001211,0.0011087521,45,weekday,c
93086,1002229,4,1001214,0.54388213,1350,weekday,c
93087,1002268,4,1001207,0.108407065,180,weekday,c
93088,1002274,1001254,1001207,0.08337544,705,weekday,c
93089,1002284,1001208,1001266,0.28480145,1215,weekday,c
93090,1002294,46751,1001206,0.3500218,1245,weekday,c
93091,1002312,1001205,1001214,0.53545344,1125,weekday,c
93092,1002316,1001261,1001214,0.07237053,690,weekday,c
93093,1002330,1001213,1001204,0.100049086,255,weekday,c
93094,1002336,13,5,0.0005178397,1425,weekday,c
93095,1002339,1001256,1001241,0.44107166,825,weekday,c
93096,1002344,46751,16,10.330006,645,weekday,c
93097,1002346,1001244,60292,0.000804909,195,weekday,c
93098,1002347,7,1001242,2.8934813,420,weekday,c
93099,1002350,1001240,1001207,0.0013419951,570,weekday,c
93100,1002381,15,1001205,0.5410051,105,weekday,c
93101,1002385,1001242,60232,0.06233136,330,weekday,c
93102,1002386,1001243,1001266,0.6887912,540,weekday,c
93103,1002398,1001213,1001207,0.00020197248,15,weekday,c
93104,1002407,1001217,1001267,0.034645148,285,weekday,c
93105,1002409,1001255,42374,0.0018391683,1365,weekday,c
93106,1002415,1001214,1001204,0.7597408,945,weekday,c
93107,1002446,16,1001240,3.0932038,495,weekday,c
93108,1002456,1001256,1001241,0.38786313,690,weekday,c
93109,1002465,1001216,1001266,2.7161033,1140,weekday,c
93110,1002466,1001239,1001217,0.0009407433,1290,weekday,c
93111,1002476,1001256,46751,5.2479787,510,weekday,c
93112,1002479,1001202,1001217,0.18893668,1380,weekday,c
93113,1002485,1001203,1001242,0.41000265,915,weekday,c
93114,1002493,1001253,1001262,0.00739118,165,weekday,c
93115,1002513,42374,1001206,0.025284287,900,weekday,c
93116,1002521,1001241,1001213,0.18418218,1125,weekday,c
93117,1002528,1001262,15,3.055246,1185,weekday,c
93118,1002549,1001208,3,3.1478546,690,weekday,c
93119,1002553,1001267,1001243,0.02738494,705,weekday,c
93120,1002557,1001243,1001205,0.46163502,480,weekday,c
93121,1002568,1001267,1001214,0.024276687,1215,weekday,c
93122,1002573,1001242,1001214,0.015627114,1215,weekday,c
93123,1002579,1001214,1001206,0.61559063,435,weekday,c
93124,1002580,1001262,8,0.02438976,1335,weekday,c
93125,1002592,11,1001255,0.0025993816,165,weekday,c
93126,1002619,1001208,15,41.394764,1050,weekday,c
93127,1002625,1001254,1001202,0.07083418,1365,weekday,c
93128,1002626,1001266,1001217,0.6232388,270,weekday,c
93129,1002645,1001212,1001261,0.035139352,1395,weekday,c
93130,1002654,60232,1001218,10.302469,810,weekday,c
93131,1002656,1001213,1001203,0.66550046,705,weekday,c
93132,1002666,1001255,1001207,0.009559344,1245,weekday,c
93133,1002670,7,6,386.28357,810,weekday,c
93134,1002678,6,1001206,5.9111567,915,weekday,c
93135,1002685,1001208,1001267,2.357176e-05,1425,weekday,c
93136,1002687,1001267,13,0.27047518,1005,weekday,c
93137,1002708,1001218,1001208,0.0013676092,30,weekday,c
93138,1002734,1001255,1001211,0.69577986,930,weekday,c
93139,1002742,1001261,2,2.8711045,1095,weekday,c
93140,1002770,46751,1,54.6856,1110,weekday,c
93141,1002772,4,1001207,1.2993068,375,weekday,c
93142,1002777,1001206,1001255,0.78855467,1140,weekday,c
93143,1002787,3,8,0.2104405,390,weekday,c
93144,1002792,1001240,46751,0.115516804,1080,weekday,c
93145,1002808,60232,1001267,0.0017488408,225,weekday,c
93146,1002825,45938,46751,105.78852,1095,weekday,c
93147,1002865,1001255,1001254,0.44787663,555,weekday,c
93148,1002867,1001202,60292,0.021107452,75,weekday,c
93149,1002875,3,1001205,0.15493543,90,weekday,c
93150,1002885,2,1001214,0.22337012,1170,weekday,c
93151,1002894,16,1001213,18.28232,570,weekday,c
93152,1002895,1001203,1001254,0.26074663,1320,weekday,c
93153,1002897,1001203,1001208,0.0008122397,1425,weekday,c
93154,1002898,14,1001212,0.16505381,1410,weekday,c
93155,1002905,46751,1001256,17.819937,465,weekday,c
93156,1002913,4,10061628,0.0016800839,1185,weekday,c
93157,1002919,1001254,1001206,0.00845226,60,weekday,c
93158,1002941,13,3,41.477432,675,weekday,c
93159,1002942,46751,1001214,0.5734571,1095,weekday,c
93160,1002948,6,1001203,25.075632,930,weekday,c
93161,1002956,1001254,1,62.51962,1095,weekday,c
93162,1002960,12,1001202,2.7655926,990,weekday,c
93163,1002976,1001207,1001216,0.017936707,210,weekday,c
93164,1002990,3,5,3.635467,30,weekday,c
93165,1002994,1001203,16,1.1424595,105,weekday,c
93166,1003002,3,60232,1.6179725,450,weekday,c
93167,1003037,1001262,1001202,1.5747083,540,weekday,c
93168,1003042,60232,1001243,0.53335786,420,weekday,c
93169,1003066,1001262,1001243,0.10384823,750,weekday,c
93170,1003082,1001216,1001239,0.004474898,855,weekday,c
93171,1003089,1001240,1001243,0.010703575,705,weekday,c
93172,1003092,16,1001206,30.618404,615,weekday,c
93173,1003094,1001261,4,9.400912,585,weekday,c
93174,1003109,1001240,1001242,0.0023491362,600,weekday,c
93175,1003111,1001207,1001213,0.016421963,360,weekday,c
93176,1003113,1001261,10061628,0.0051909187,90,weekday,c
93177,1003117,1001202,1001204,0.08620906,225,weekday,c
93178,1003119,1001253,12,3.2646441,615,weekday,c
93179,1003130,1001213,10061628,0.2269167,975,weekday,c
93180,1003132,42374,10061628,0.0008443424,1230,weekday,c
93181,1003133,16,1001267,0.0038623847,1335,weekday,c
93182,1003139,1001202,10061628,0.009020668,60,weekday,c
93183,1003142,1001217,1001208,0.0046541663,45,weekday,c
93184,1003158,14,1001262,0.333025,435,weekday,c
93185,1003159,1001266,46751,6.184186,780,weekday,c
93186,1003189,1001213,1001207,0.0350366,435,weekday,c
93187,1003211,1001255,42374,0.035621352,810,weekday,c
93188,1003221,8,1,0.084022194,1425,weekday,c
93189,1003234,11,1001254,0.2396952,1110,weekday,c
93190,1003248,12,1001255,1.333851,870,weekday,c
93191,1003249,6,16,20.372236,705,weekday,c
93192,1003263,1001214,1001211,0.868868,405,weekday,c
93193,1003265,11,1001214,0.002198508,1395,weekday,c
93194,1003272,1001240,2,0.009399285,135,weekday,c
93195,1003298,1001202,1001208,0.08655257,825,weekday,c
93196,1003301,1001208,16,0.30512998,105,weekday,c
93197,1003304,1001262,2,1.5565052,795,weekday,c
93198,1003305,1001254,1001216,0.5991738,345,weekday,c
93199,1003313,1001214,1001240,0.00036595704,1410,weekday,c
93200,1003325,1001211,1001255,2.3330512,1020,weekday,c
93201,1003337,12,1001267,0.008751518,1425,weekday,c
93202,1003355,60232,10,0.0051469808,750,weekday,c
93203,1003360,1001241,1001262,0.34510785,855,weekday,c
93204,1003362,1,1001218,5.488905,450,weekday,c
93205,1003387,1,1001262,9.128277,420,weekday,c
93206,1003389,6,4,0.18528582,360,weekday,c
93207,1003403,3,60292,0.3975277,135,weekday,c
93208,1003407,16,1001208,8.660174,330,weekday,c
93209,1003409,1001204,1001213,1.3844383,1080,weekday,c
93210,1003422,1001241,4,1.4301822,840,weekday,c
93211,1003423,7,1001205,28.665375,450,weekday,c
93212,1003425,3,1001218,6.66422,885,weekday,c
93213,1003429,1001212,1001241,1.033543,675,weekday,c
93214,1003438,4,1001243,0.15055855,135,weekday,c
93215,1003439,1,15,0.026033996,60,weekday,c
93216,1003441,1001205,1001255,0.133888,405,weekday,c
93217,1003448,1001206,1001214,0.38341203,705,weekday,c
93218,1003455,1001241,12,5.214977,900,weekday,c
93219,1003459,2,1001253,2.372307,630,weekday,c
93220,1003474,1001205,2,1.1329539,465,weekday,c
93221,1003486,1001256,1001254,0.7037526,480,weekday,c
93222,1003517,6,1001262,0.15324038,1050,weekday,c
93223,1003536,1001239,1001241,0.0015821959,390,weekday,c
93224,1003555,1001261,1001262,0.18651931,1095,weekday,c
93225,1003578,1001262,12,0.03958082,1410,weekday,c
93226,1003583,1001254,60292,0.4541774,1200,weekday,c
93227,1003591,1001242,8,0.0008319277,60,weekday,c
93228,1003615,1001244,4,0.009933031,390,weekday,c
93229,1003616,3,1001255,2.1507425,855,weekday,c
93230,1003641,15,1001253,0.88856065,195,weekday,c
93231,1003646,1001244,1001256,0.018563615,945,weekday,c
93232,1003653,1001254,1001212,1.3788407,675,weekday,c
93233,1003678,1001255,5,0.0060088625,180,weekday,c
93234,1003687,1001239,3,0.776639,1095,weekday,c
93235,1003716,1001262,1001256,0.21584435,480,weekday,c
93236,1003726,1001241,16,1.4554697,1305,weekday,c
93237,1003740,7,1001214,0.5529531,1140,weekday,c
93238,1003769,1001218,1001243,0.101656765,1155,weekday,c
93239,1003807,6,12,18.541382,585,weekday,c
93240,1003811,1001214,1001202,0.7101471,840,weekday,c
93241,1003846,1001202,8,0.030101504,1230,weekday,c
93242,1003853,1,1001243,1.8293973,285,weekday,c
93243,1003854,6,1001256,0.44255772,765,weekday,c
93244,1003859,3,1001208,2.9836895,870,weekday,c
93245,1003870,1001206,1001255,0.5242737,735,weekday,c
93246,1003874,1001266,1001261,0.29664466,1215,weekday,c
93247,1003880,1001216,1001208,0.563063,375,weekday,c
93248,1003893,1001216,1001255,0.59583104,780,weekday,c
93249,1003905,60232,12,0.0015823641,240,weekday,c
93250,1003912,1,1001208,1.3649117,1065,weekday,c
93251,1003925,6,1001202,3.6578715,270,weekday,c
93252,1003945,15,10061628,3.6555736,1005,weekday,c
93253,1003988,1001216,1001256,1.3594291,570,weekday,c
93254,1003997,1001202,1001214,1.0683753,1155,weekday,c
93255,1004010,14,1001240,0.002538483,1110,weekday,c
93256,1004022,1001255,1001261,0.002426729,120,weekday,c
93257,1004024,1001242,1001243,0.03957571,795,weekday,c
93258,1004034,60232,1001203,0.3103458,405,weekday,c
93259,1004047,1001254,1001212,1.2546535,1125,weekday,c
93260,1004089,1001204,1001218,0.010785126,30,weekday,c
93261,1004093,10,2,0.020880157,210,weekday,c
93262,1004112,1001240,7,1.2104762,1050,weekday,c
93263,1004134,1001212,3,0.7950454,450,weekday,c
93264,1004141,8,60232,0.12023334,1065,weekday,c
93265,1004142,7,1001255,2.6885831,585,weekday,c
93266,1004151,1001217,1001241,3.4847186,1065,weekday,c
93267,1004165,1001217,1001241,1.3533043,435,weekday,c
93268,1004180,1001208,1001267,9.423586e-05,1335,weekday,c
93269,1004181,1001205,1001262,0.082356825,1305,weekday,c
93270,1004189,1001261,1001240,0.00023013346,1425,weekday,c
93271,1004192,1001202,1001218,2.1062088,1095,weekday,c
93272,1004204,1001203,1001240,0.00015318683,180,weekday,c
93273,1004232,1001213,1001208,0.003220791,165,weekday,c
93274,1004237,1001240,1001208,0.00039974385,510,weekday,c
93275,1004262,1001218,1001254,0.43576032,1065,weekday,c
93276,1004263,1001218,1,2.1304295,255,weekday,c
93277,1004266,1001204,1001212,3.0436685,555,weekday,c
93278,1004274,1001242,1001262,0.054382358,855,weekday,c
93279,1004278,10,1001212,4.388835,915,weekday,c
93280,1004279,60232,1001217,4.775435,840,weekday,c
93281,1004305,1001241,42374,0.0004521973,120,weekday,c
93282,1004321,11,1001242,0.15520619,465,weekday,c
93283,1004324,1001212,1001214,0.8306166,1170,weekday,c
93284,1004325,2,1001262,0.2294309,1320,weekday,c
93285,1004327,12,3,150.41127,975,weekday,c
93286,1004335,1001207,1,1.6609063,840,weekday,c
93287,1004338,5,4,208.46382,780,weekday,c
93288,1004343,42374,8,0.012076059,1005,weekday,c
93289,1004345,1001217,1001202,2.9655325,750,weekday,c
93290,1004351,1001217,4,8.4735565,450,weekday,c
93291,1004371,1001214,1001202,0.18861842,285,weekday,c
93292,1004374,1001211,1001208,0.12033541,390,weekday,c
93293,1004381,6,1001217,48.100357,555,weekday,c
93294,1004385,1001243,10,0.7398454,840,weekday,c
93295,1004394,46751,1001261,1.1578825,420,weekday,c
93296,1004399,1001211,1001214,0.035185155,1395,weekday,c
93297,1004409,1001242,6,0.0019633293,60,weekday,c
93298,1004430,1001204,1001217,2.6293952,465,weekday,c
93299,1004439,1001255,1001207,0.006344793,1290,weekday,c
93300,1004443,1001241,1001256,0.8327243,1035,weekday,c
93301,1004449,1001267,1001261,0.104840636,1050,weekday,c
93302,1004462,1001254,1001239,0.03407401,510,weekday,c
93303,1004464,1001217,1001208,0.60130376,390,weekday,c
93304,1004465,1001217,4,8.701703,555,weekday,c
93305,1004482,1001217,1001243,0.34149325,1245,weekday,c
93306,1004485,1001218,1001204,1.3049135,930,weekday,c
93307,1004495,1001205,1001211,1.0044777,990,weekday,c
93308,1004498,13,1001214,0.009479645,60,weekday,c
93309,1004510,1001244,5,0.39040008,1200,weekday,c
93310,1004524,1001256,1001206,0.00819796,60,weekday,c
93311,1004538,2,12,0.49237394,1350,weekday,c
