o,d,timestamp,value
1001254.0,1001207.0,450,0.11556691008195263
1001254.0,1001207.0,465,0.12191432953339684
1001254.0,1001207.0,480,0.12601478867465515
1001254.0,1001207.0,495,0.12775305250299268
1001254.0,1001207.0,510,0.12721228013587987
1001254.0,1001207.0,525,0.12466063855666518
1001254.0,1001207.0,540,0.12051340397299753
1001254.0,1001207.0,555,0.1152776008510069
1001254.0,1001207.0,570,0.10948906354672286
1001254.0,1001207.0,585,0.10365241174976472
1001254.0,1001207.0,600,0.09819284274303214
1001254.0,1001207.0,615,0.09342544539139587
1001254.0,1001207.0,630,0.08954385072127069
1001254.0,1001207.0,645,0.08662641202517267
1001254.0,1001207.0,660,0.08465549275383427
1001254.0,1001207.0,675,0.0835441945057931
1001254.0,1001207.0,690,0.08316494391133882
1001254.0,1001207.0,705,0.08337543831930522
1001254.0,1001207.0,720,0.08403904494902706
1001254.0,1001207.0,735,0.08503839098164553
1001254.0,1001207.0,750,0.08628223464897564
1001254.0,1001207.0,765,0.08770660413820897
1001254.0,1001207.0,780,0.08927162441065753
1001254.0,1001207.0,795,0.09095552006066701
1001254.0,1001207.0,810,0.09274712669762808
1001254.0,1001207.0,825,0.09463799694479666
1001254.0,1001207.0,840,0.0966149434223117
1001254.0,1001207.0,855,0.09865366494346231
1001254.0,1001207.0,870,0.10071395733308541
1001254.0,1001207.0,885,0.10273689497944569
1001254.0,1001207.0,900,0.10464425319021048
1001254.0,1001207.0,915,0.10634029973499867
1001254.0,1001207.0,930,0.10771590558533092
1001254.0,1001207.0,945,0.10865471559314649
1001254.0,1001207.0,960,0.10904090054290054
1001254.0,1001207.0,975,0.1087678134908419
1001254.0,1001207.0,990,0.1077467293308417
1001254.0,1001207.0,1005,0.10591478634629721
1001254.0,1001207.0,1020,0.10324129033450835
1001254.0,1001207.0,1035,0.099731688492009
1001254.0,1001207.0,1050,0.09542875746854237
1001254.0,1001207.0,1065,0.09041084849174238
1001254.0,1001207.0,1080,0.08478735236669732
1001254.0,1001207.0,1095,0.0786918447545117
