WKT,id,from_node,to_node,length,v0,connector,lanes,alpha,rcr,capacity,modes
"MULTILINESTRING ((12.4475536276169 41.8008761766825,12.4471826141763 41.8008511748478))",-58016,"46751","45938",0.030958000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4498577330372 41.7981191568078,12.4477876508238 41.7989381568631))",-58237,"46921","46126",0.194611000000000,52.299999999999997,0,1.000000000000000,1.600000000000000,30.000000000000000,1984.700000000000045,"c,h"
"MULTILINESTRING ((12.4501747340024 41.7995361733581,12.4493047009196 41.799685171286))",-58825,"47387","46901",0.074176000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4501747340024 41.7995361733581,12.4498577330372 41.7981191568078))",-59101,"47387","46921",0.159575000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4477876508238 41.7989381568631,12.4476976403632 41.7998871666716))",-58212,"46126","46857",0.105670000000000,53.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,2193.962500000000091,"c,h"
"MULTILINESTRING ((12.4513667926436 41.7975651572285,12.449953736835 41.7980831568265))",-59139,"47618","47549",0.130775000000000,52.299999999999997,0,1.000000000000000,1.600000000000000,30.000000000000000,1984.700000000000045,"c,h"
"MULTILINESTRING ((12.449953736835 41.7980831568265,12.4498577330372 41.7981191568078))",-59102,"47549","46921",0.008924000000000,52.299999999999997,0,1.000000000000000,1.600000000000000,30.000000000000000,1984.700000000000045,"c,h"
"MULTILINESTRING ((12.4505707453088 41.7999661796459,12.450589745238 41.8000681808212))",-59483,"47725","47736",0.011439000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4491246647639 41.8036042126081,12.4478966265783 41.8026851975553,12.4477536221542 41.8025751957704,12.4477036209432 41.802492194668,12.4476846207202 41.8024291939113,12.4476776211793 41.8023341928616,12.4476716218788 41.8022121915262,12.4476326280744 41.8016152751509,12.4476336252932 41.8015741845149))",-58173,"46876","46538",0.273880000000000,55.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,2494.393999999999778,"c,h"
"MULTILINESTRING ((12.4496426806432 41.8040222192836,12.449520676915 41.8039222176947))",-58943,"47474","47443",0.015038000000000,55.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,2494.393999999999778,"c,h"
"MULTILINESTRING ((12.4476336252932 41.8015741845149,12.4476116251937 41.8014801834127,12.4476036271843 41.8011771801254))",-58166,"46538","46856",0.044260000000000,53.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,2193.962500000000091,"c,h"
"MULTILINESTRING ((12.4493606720394 41.803789215591,12.4492786695546 41.8037192144931,12.4491246647639 41.8036042126081))",-58767,"47341","46876",0.028420000000000,55.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,2494.393999999999778,"c,h"
"MULTILINESTRING ((12.449445674642 41.8038582166908,12.4493606720394 41.803789215591))",-58862,"47412","47341",0.010422000000000,55.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,2494.393999999999778,"c,h"
"MULTILINESTRING ((12.449520676915 41.8039222176947,12.449445674642 41.8038582166908))",-58904,"47443","47412",0.009454000000000,55.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,2494.393999999999778,"c,h"
"MULTILINESTRING ((12.4493536703499 41.803979217602,12.4491056587733 41.8043062200671))",-58760,"47335","47188",0.041760000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4515247531703 41.8035732224039,12.4497306866882 41.8036492156491))",-59055,"47287","47466",0.149331000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4499386896484 41.8042702231964,12.4496946822295 41.8040652199648))",-59024,"47533","47515",0.030490000000000,55.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,2494.393999999999778,"c,h"
"MULTILINESTRING ((12.4496946822295 41.8040652199648,12.4496426806432 41.8040222192836))",-58997,"47515","47474",0.006441000000000,55.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,2494.393999999999778,"c,h"
"MULTILINESTRING ((12.4500686346558 41.8121973089065,12.448901595175 41.8117462991339,12.4487895913989 41.8117012981775,12.4486375863115 41.8116352968266,12.4476035507535 41.8113122889904,12.4475245479185 41.8113032885601))",-58135,"46849","46810",0.234063000000000,46.067999999999998,0,1.000000000000000,1.600000000000000,30.000000000000000,1795.261999999999944,"c,h"
"MULTILINESTRING ((12.446798514973 41.8121342944246,12.4476465427613 41.8125813028087))",-58188,"46612","46873",0.086198000000000,40.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4500526634082 41.8083062670308,12.4496226457238 41.8085562679017))",-58971,"47493","47032",0.045253000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4507166891095 41.8081332679747,12.4508766926512 41.8084432719803,12.4509756962586 41.8084472724411,12.4511206988797 41.80880627691))",-59720,"47648","48041",0.086803000000000,40.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.44559052634 41.804743209921,12.4451375105948 41.8046242067301))",-57096,"46058","45872",0.039899000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4455275128245 41.8062282256051,12.4454265107958 41.8060052227833,12.4452765070046 41.8057772197009,12.4451225035644 41.8054832158927,12.4450015005671 41.8052912133196,12.444957500067 41.8051432115442,12.4449585013106 41.8049832098299,12.4449845030729 41.8048762087905,12.4450475063832 41.8047442076388,12.4451375105948 41.8046242067301))",-57097,"46059","45872",0.190570000000000,52.299999999999997,0,1.000000000000000,1.600000000000000,30.000000000000000,1945.006000000000085,"c,h"
"MULTILINESTRING ((12.4455275128245 41.8062282256051,12.4452725011248 41.8065372278474))",-57144,"46059","45792",0.040335000000000,44.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1945.006000000000085,"c,h"
"MULTILINESTRING ((12.4452725011248 41.8065372278474,12.4449624884529 41.8067072283644,12.4447164780945 41.8068822292053,12.4445734718448 41.8070142300193,12.4445114690689 41.8070802304665,12.4444544664164 41.8071542310206,12.4444174644988 41.8072282316593,12.4443974631528 41.8073092324449,12.4443674608662 41.8074662340048,12.4443544594832 41.807586235239,12.4443644582663 41.8077962375371,12.4444004585026 41.8079402392361,12.4444274583705 41.8080892409508))",-56752,"45792","45791",0.202691000000000,41.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1945.006000000000085,"c,h"
"MULTILINESTRING ((12.4437734325985 41.8083202406702,12.4436854283391 41.8084562417596))",-56459,"45542","45432",0.016783000000000,40.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.443786431635 41.8085112427771,12.4438774359217 41.8083862418185))",-56532,"45617","45608",0.015810000000000,40.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4444274583705 41.8080892409508,12.4444344583485 41.8081262413778,12.4444334581231 41.8081512416422))",-56760,"45791","45762",0.006929000000000,41.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1945.006000000000085,"c,h"
"MULTILINESTRING ((12.4468195695542 41.8050002178705,12.4462175430778 41.8055782215369))",-57554,"46411","46281",0.081389000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4456655290049 41.8047552103666,12.4456595288976 41.8047402101802,12.4456495286057 41.8047302100305,12.4456315280122 41.8047212098579,12.4456105272256 41.8047232097907,12.4455925264889 41.8047332098221,12.44559052634 41.804743209921))",-57281,"46201","46058",0.009666000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4456655290049 41.8047552103666,12.4456635288183 41.8047702105193,12.4456525283161 41.8047832106125,12.445644527977 41.8047892106431,12.4456215271018 41.8047932105889))",-57292,"46201","46210",0.006286000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.44559052634 41.804743209921,12.4455885261308 41.8047612101059,12.4455945262607 41.8047732102602,12.4455985263624 41.8047792103415,12.4456065265884 41.8047882104719,12.4456215271018 41.8047932105889))",-57293,"46058","46210",0.006740000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4462175430778 41.8055782215369,12.4458195255288 41.8059662240238))",-57374,"46281","46184",0.054324000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4458195255288 41.8059662240238,12.4455275128245 41.8062282256051))",-57260,"46184","46059",0.037890000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.447260589097 41.8045572149745,12.4468195695542 41.8050002178705))",-57849,"46630","46411",0.061353000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4473145915259 41.8044982145688,12.447260589097 41.8045572149745))",-58040,"46771","46630",0.007943000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4468385502661 41.8076502464158,12.4468175487856 41.8077442473369,12.4464945349192 41.8080092488199,12.4464505330687 41.8080402489672,12.4464135316263 41.8080512489291,12.4463505292588 41.8080582487383))",-57613,"46458","46224",0.064044000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4445364470066 41.8101262632959,12.4444774452839 41.8100672624128,12.4444344439982 41.8100282618122,12.4444004431866 41.8099702610454,12.444375442849 41.8098932601125,12.4443754434752 41.8098102592207,12.4444014448681 41.8097522587074,12.4444624477734 41.8096642580195))",-56779,"45459","45010",0.056658000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4450644711753 41.8094942587354,12.4450094691092 41.8095002585676,12.4447554570981 41.8098552613091,12.4447834577798 41.8099012619215))",-56923,"45923","45922",0.054957000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4447544563748 41.8099462622826,12.4445364470066 41.8101262632959))",-56815,"45839","45459",0.026979000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4440974219724 41.8113062741208,12.4440504196417 41.8113862747819,12.4439744152721 41.8115952767067))",-56582,"45458","45653",0.033763000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4466865113026 41.8120752933177,12.446798514973 41.8121342944246))",-57835,"46577","46612",0.011382000000000,40.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4470285405025 41.8098702710685,12.4470895432266 41.8098062706384))",-57979,"46513","46521",0.008731000000000,39.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1795.261999999999944,"c,h"
"MULTILINESTRING ((12.4466135080846 41.8121462937724,12.446365497048 41.8124012954655))",-57619,"46463","46372",0.035026000000000,40.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4462564967244 41.8119132897612,12.4465665069008 41.8120742928002))",-57735,"46553","46551",0.031358000000000,40.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4464314992318 41.8124332960881,12.4466765101506 41.8121792943931))",-57780,"46462","46566",0.034790000000000,40.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4473925427665 41.8113432884327,12.4473515410563 41.8113702885497,12.4467755152444 41.8119862927371))",-57826,"46616","46599",0.088037000000000,39.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1795.261999999999944,"c,h"
